94 - 32
98 - 23
26 - 50
64 - 31
44 - 53
23 - 60
79 - 65
36 - 44
50 - 36
41 - 9
28 - 1
8 - 79
14 - 24
18 - 75
36 - 88
45 - 8
22 - 42
48 - 46
90 - 99
93 - 16
16 - 49
13 - 59
1 - 42
78 - 82
24 - 98
22 - 99
84 - 73
18 - 33
84 - 64
47 - 22
32 - 8
50 - 48
11 - 38
4 - 15
10 - 50
17 - 46
79 - 69
97 - 63
38 - 44
40 - 100
68 - 88
49 - 17
94 - 68
37 - 34
73 - 84
31 - 48
49 - 83
69 - 28
2 - 91
68 - 53
22 - 50
55 - 84
85 - 28
2 - 95
57 - 29
83 - 55
81 - 66
58 - 26
33 - 20
52 - 38
51 - 30
48 - 12
80 - 77
31 - 18
54 - 82
81 - 9
100 - 2
3 - 29
66 - 18
45 - 97
29 - 42
96 - 27
35 - 63
23 - 37
46 - 35
96 - 36
61 - 67
52 - 6
21 - 3
62 - 4
42 - 8
46 - 35
33 - 87
92 - 21
87 - 61
93 - 95
75 - 23
64 - 95
20 - 98
16 - 86
55 - 40
66 - 24
28 - 53
25 - 67
67 - 11
36 - 17
43 - 99
87 - 46
81 - 63
69 - 65
1 - 42
13 - 15
55 - 61
6 - 100
21 - 75
6 - 36
46 - 57
95 - 29
30 - 72
24 - 4
59 - 84
63 - 75
14 - 19
27 - 47
78 - 25
73 - 46
40 - 29
90 - 22
84 - 36
58 - 25
93 - 55
100 - 71
12 - 7
27 - 14
41 - 11
98 - 66
34 - 89
29 - 64
86 - 82
98 - 4
31 - 21
80 - 44
28 - 12
98 - 67
6 - 53
25 - 91
6 - 80
13 - 80
68 - 26
64 - 4
70 - 3
28 - 15
1 - 70
58 - 43
36 - 65
58 - 82
27 - 33
61 - 91
9 - 39
34 - 68
46 - 2
70 - 92
46 - 30
89 - 4
26 - 73
4 - 56
67 - 85
21 - 57
96 - 84
77 - 56
59 - 87
40 - 38
36 - 89
54 - 96
5 - 56
69 - 63
2 - 75
26 - 1
8 - 74
37 - 52
1 - 16
17 - 8
63 - 24
25 - 70
19 - 72
75 - 37
63 - 69
68 - 85
27 - 84
34 - 71
71 - 55
77 - 35
20 - 72
17 - 32
50 - 52
50 - 56
73 - 60
49 - 67
87 - 21
63 - 61
97 - 72
64 - 27
33 - 10
72 - 74
57 - 20
29 - 57
63 - 6
69 - 72
25 - 15
23 - 7
55 - 18
40 - 69
26 - 8
35 - 47
63 - 72
11 - 97
8 - 60
58 - 44
35 - 30
30 - 76
51 - 12
34 - 11
6 - 42
5 - 62
95 - 55
8 - 25
25 - 93
81 - 8
13 - 76
41 - 27
51 - 38
55 - 20
77 - 2
75 - 61
77 - 83
95 - 39
81 - 85
55 - 99
45 - 13
15 - 81
61 - 22
75 - 63
66 - 13
54 - 25
98 - 16
72 - 37
60 - 2
2 - 18
60 - 94
36 - 68
39 - 9
47 - 75
22 - 67
32 - 36
68 - 92
35 - 12
98 - 42
56 - 35
42 - 68
33 - 22
20 - 84
29 - 88
53 - 44
46 - 87
11 - 93
36 - 50
48 - 11
94 - 3
1 - 30
80 - 83
64 - 22
17 - 100
82 - 1
65 - 19
80 - 84
83 - 60
55 - 80
64 - 55
67 - 92
51 - 95
74 - 13
1 - 82
61 - 70
58 - 23
2 - 95
70 - 10
93 - 75
6 - 44
31 - 68
41 - 6
20 - 64
72 - 55
74 - 30
93 - 99
62 - 64
98 - 53
30 - 97
39 - 19
76 - 42
8 - 62
61 - 14
65 - 34
44 - 38
91 - 25
42 - 70
100 - 67
12 - 21
57 - 36
89 - 25
20 - 69
30 - 27
63 - 17
1 - 4
47 - 45
74 - 62
21 - 92
41 - 20
86 - 11
34 - 42
31 - 77
70 - 36
77 - 54
67 - 8
19 - 22
98 - 73
47 - 40
28 - 68
53 - 43
72 - 90
77 - 87
90 - 69
63 - 70
21 - 14
64 - 5
78 - 93
10 - 26
48 - 95
28 - 18
59 - 42
63 - 83
71 - 79
59 - 97
97 - 36
86 - 93
39 - 60
17 - 19
3 - 18
44 - 10
14 - 88
46 - 94
49 - 16
43 - 44
73 - 71
92 - 73
17 - 33
59 - 47
2 - 1
29 - 27
29 - 91
95 - 64
81 - 78
4 - 90
68 - 47
15 - 6
24 - 28
16 - 58
63 - 51
49 - 40
49 - 97
43 - 15
